sample_id,dataset,video_path,label,frame_count,width,height,codec,file_size_mb,manipulation,generator,subject_id,source_id,original_video_id,split_group_id,audio_path,split,first_id
FFPP_0002284,FaceForensics++,Face2Face/284_263.mp4,1,300,1920,1080,h264,2.77,Face2Face,Face2Face,,ORIG_263,ORIG_284,PAIR_ORIG_263_ORIG_284,,,284
FFPP_0002285,FaceForensics++,Face2Face/285_136.mp4,1,611,1280,720,h264,2.22,Face2Face,Face2Face,,ORIG_136,ORIG_285,PAIR_ORIG_136_ORIG_285,,,285
FFPP_0002286,FaceForensics++,Face2Face/286_267.mp4,1,306,1280,720,h264,1.15,Face2Face,Face2Face,,ORIG_267,ORIG_286,PAIR_ORIG_267_ORIG_286,,,286
FFPP_0002287,FaceForensics++,Face2Face/287_426.mp4,1,335,1280,720,h264,1.96,Face2Face,Face2Face,,ORIG_426,ORIG_287,PAIR_ORIG_287_ORIG_426,,,287
FFPP_0002288,FaceForensics++,Face2Face/288_321.mp4,1,567,640,480,h264,0.75,Face2Face,Face2Face,,ORIG_321,ORIG_288,PAIR_ORIG_288_ORIG_321,,,288
FFPP_0002289,FaceForensics++,Face2Face/289_228.mp4,1,556,704,480,h264,1.02,Face2Face,Face2Face,,ORIG_228,ORIG_289,PAIR_ORIG_228_ORIG_289,,,289
FFPP_0002290,FaceForensics++,Face2Face/290_240.mp4,1,1274,640,480,h264,3.25,Face2Face,Face2Face,,ORIG_240,ORIG_290,PAIR_ORIG_240_ORIG_290,,,290
FFPP_0002291,FaceForensics++,Face2Face/291_874.mp4,1,469,1920,1080,h264,3.23,Face2Face,Face2Face,,ORIG_874,ORIG_291,PAIR_ORIG_291_ORIG_874,,,291
FFPP_0002292,FaceForensics++,Face2Face/292_294.mp4,1,604,1280,720,h264,3.26,Face2Face,Face2Face,,ORIG_294,ORIG_292,PAIR_ORIG_292_ORIG_294,,,292
FFPP_0002293,FaceForensics++,Face2Face/293_296.mp4,1,336,640,480,h264,0.92,Face2Face,Face2Face,,ORIG_296,ORIG_293,PAIR_ORIG_293_ORIG_296,,,293
FFPP_0002294,FaceForensics++,Face2Face/294_292.mp4,1,425,1280,720,h264,2.35,Face2Face,Face2Face,,ORIG_292,ORIG_294,PAIR_ORIG_292_ORIG_294,,,294
FFPP_0002295,FaceForensics++,Face2Face/295_099.mp4,1,613,1920,1080,h264,5.0,Face2Face,Face2Face,,ORIG_099,ORIG_295,PAIR_ORIG_099_ORIG_295,,,295
FFPP_0002296,FaceForensics++,Face2Face/296_293.mp4,1,758,640,480,h264,1.46,Face2Face,Face2Face,,ORIG_293,ORIG_296,PAIR_ORIG_293_ORIG_296,,,296
FFPP_0002297,FaceForensics++,Face2Face/297_270.mp4,1,311,640,480,h264,0.4,Face2Face,Face2Face,,ORIG_270,ORIG_297,PAIR_ORIG_270_ORIG_297,,,297
FFPP_0002298,FaceForensics++,Face2Face/298_279.mp4,1,906,640,480,h264,1.72,Face2Face,Face2Face,,ORIG_279,ORIG_298,PAIR_ORIG_279_ORIG_298,,,298
FFPP_0002299,FaceForensics++,Face2Face/299_145.mp4,1,475,640,480,h264,1.3,Face2Face,Face2Face,,ORIG_145,ORIG_299,PAIR_ORIG_145_ORIG_299,,,299
FFPP_0002300,FaceForensics++,Face2Face/300_304.mp4,1,610,576,480,h264,0.87,Face2Face,Face2Face,,ORIG_304,ORIG_300,PAIR_ORIG_300_ORIG_304,,,300
FFPP_0002301,FaceForensics++,Face2Face/301_262.mp4,1,397,640,480,h264,0.64,Face2Face,Face2Face,,ORIG_262,ORIG_301,PAIR_ORIG_262_ORIG_301,,,301
FFPP_0002302,FaceForensics++,Face2Face/302_323.mp4,1,456,832,480,h264,0.74,Face2Face,Face2Face,,ORIG_323,ORIG_302,PAIR_ORIG_302_ORIG_323,,,302
FFPP_0002303,FaceForensics++,Face2Face/303_309.mp4,1,850,640,480,h264,2.48,Face2Face,Face2Face,,ORIG_309,ORIG_303,PAIR_ORIG_303_ORIG_309,,,303
FFPP_0002304,FaceForensics++,Face2Face/304_300.mp4,1,598,640,480,h264,0.92,Face2Face,Face2Face,,ORIG_300,ORIG_304,PAIR_ORIG_300_ORIG_304,,,304
FFPP_0002305,FaceForensics++,Face2Face/305_513.mp4,1,494,1280,720,h264,1.75,Face2Face,Face2Face,,ORIG_513,ORIG_305,PAIR_ORIG_305_ORIG_513,,,305
FFPP_0002306,FaceForensics++,Face2Face/306_278.mp4,1,449,576,480,h264,0.56,Face2Face,Face2Face,,ORIG_278,ORIG_306,PAIR_ORIG_278_ORIG_306,,,306
FFPP_0002307,FaceForensics++,Face2Face/307_365.mp4,1,369,640,480,h264,0.55,Face2Face,Face2Face,,ORIG_365,ORIG_307,PAIR_ORIG_307_ORIG_365,,,307
FFPP_0002308,FaceForensics++,Face2Face/308_388.mp4,1,636,1280,720,h264,1.7,Face2Face,Face2Face,,ORIG_388,ORIG_308,PAIR_ORIG_308_ORIG_388,,,308
FFPP_0002309,FaceForensics++,Face2Face/309_303.mp4,1,571,576,480,h264,1.12,Face2Face,Face2Face,,ORIG_303,ORIG_309,PAIR_ORIG_303_ORIG_309,,,309
FFPP_0002310,FaceForensics++,Face2Face/310_196.mp4,1,426,1280,720,h264,2.31,Face2Face,Face2Face,,ORIG_196,ORIG_310,PAIR_ORIG_196_ORIG_310,,,310
FFPP_0002311,FaceForensics++,Face2Face/311_387.mp4,1,528,960,720,h264,1.66,Face2Face,Face2Face,,ORIG_387,ORIG_311,PAIR_ORIG_311_ORIG_387,,,311
FFPP_0002312,FaceForensics++,Face2Face/312_021.mp4,1,431,640,480,h264,1.11,Face2Face,Face2Face,,ORIG_021,ORIG_312,PAIR_ORIG_021_ORIG_312,,,312
FFPP_0002313,FaceForensics++,Face2Face/313_283.mp4,1,966,640,480,h264,1.42,Face2Face,Face2Face,,ORIG_283,ORIG_313,PAIR_ORIG_283_ORIG_313,,,313
FFPP_0002314,FaceForensics++,Face2Face/314_347.mp4,1,458,1280,720,h264,0.94,Face2Face,Face2Face,,ORIG_347,ORIG_314,PAIR_ORIG_314_ORIG_347,,,314
FFPP_0002315,FaceForensics++,Face2Face/315_322.mp4,1,313,832,480,h264,0.59,Face2Face,Face2Face,,ORIG_322,ORIG_315,PAIR_ORIG_315_ORIG_322,,,315
FFPP_0002316,FaceForensics++,Face2Face/316_369.mp4,1,320,640,480,h264,0.38,Face2Face,Face2Face,,ORIG_369,ORIG_316,PAIR_ORIG_316_ORIG_369,,,316
FFPP_0002317,FaceForensics++,Face2Face/317_359.mp4,1,456,640,480,h264,0.69,Face2Face,Face2Face,,ORIG_359,ORIG_317,PAIR_ORIG_317_ORIG_359,,,317
FFPP_0002318,FaceForensics++,Face2Face/318_334.mp4,1,1339,640,480,h264,2.47,Face2Face,Face2Face,,ORIG_334,ORIG_318,PAIR_ORIG_318_ORIG_334,,,318
FFPP_0002319,FaceForensics++,Face2Face/319_352.mp4,1,421,832,480,h264,0.78,Face2Face,Face2Face,,ORIG_352,ORIG_319,PAIR_ORIG_319_ORIG_352,,,319
FFPP_0002320,FaceForensics++,Face2Face/320_328.mp4,1,319,1280,720,h264,1.59,Face2Face,Face2Face,,ORIG_328,ORIG_320,PAIR_ORIG_320_ORIG_328,,,320
FFPP_0002321,FaceForensics++,Face2Face/321_288.mp4,1,543,640,480,h264,1.13,Face2Face,Face2Face,,ORIG_288,ORIG_321,PAIR_ORIG_288_ORIG_321,,,321
FFPP_0002322,FaceForensics++,Face2Face/322_315.mp4,1,304,1280,720,h264,1.05,Face2Face,Face2Face,,ORIG_315,ORIG_322,PAIR_ORIG_315_ORIG_322,,,322
FFPP_0002323,FaceForensics++,Face2Face/323_302.mp4,1,875,640,480,h264,2.3,Face2Face,Face2Face,,ORIG_302,ORIG_323,PAIR_ORIG_302_ORIG_323,,,323
FFPP_0002324,FaceForensics++,Face2Face/324_356.mp4,1,558,640,480,h264,1.14,Face2Face,Face2Face,,ORIG_356,ORIG_324,PAIR_ORIG_324_ORIG_356,,,324
FFPP_0002325,FaceForensics++,Face2Face/325_492.mp4,1,347,1280,720,h264,2.56,Face2Face,Face2Face,,ORIG_492,ORIG_325,PAIR_ORIG_325_ORIG_492,,,325
FFPP_0002326,FaceForensics++,Face2Face/326_501.mp4,1,522,640,480,h264,0.86,Face2Face,Face2Face,,ORIG_501,ORIG_326,PAIR_ORIG_326_ORIG_501,,,326
FFPP_0002327,FaceForensics++,Face2Face/327_329.mp4,1,415,640,480,h264,0.5,Face2Face,Face2Face,,ORIG_329,ORIG_327,PAIR_ORIG_327_ORIG_329,,,327
FFPP_0002328,FaceForensics++,Face2Face/328_320.mp4,1,504,1280,720,h264,2.27,Face2Face,Face2Face,,ORIG_320,ORIG_328,PAIR_ORIG_320_ORIG_328,,,328
FFPP_0002329,FaceForensics++,Face2Face/329_327.mp4,1,495,640,480,h264,0.51,Face2Face,Face2Face,,ORIG_327,ORIG_329,PAIR_ORIG_327_ORIG_329,,,329
FFPP_0002330,FaceForensics++,Face2Face/330_162.mp4,1,685,1280,720,h264,2.89,Face2Face,Face2Face,,ORIG_162,ORIG_330,PAIR_ORIG_162_ORIG_330,,,330
FFPP_0002331,FaceForensics++,Face2Face/331_260.mp4,1,302,1280,720,h264,0.98,Face2Face,Face2Face,,ORIG_260,ORIG_331,PAIR_ORIG_260_ORIG_331,,,331
FFPP_0002332,FaceForensics++,Face2Face/332_051.mp4,1,717,1280,720,h264,5.46,Face2Face,Face2Face,,ORIG_051,ORIG_332,PAIR_ORIG_051_ORIG_332,,,332
FFPP_0002333,FaceForensics++,Face2Face/333_377.mp4,1,398,640,480,h264,0.98,Face2Face,Face2Face,,ORIG_377,ORIG_333,PAIR_ORIG_333_ORIG_377,,,333
FFPP_0002334,FaceForensics++,Face2Face/334_318.mp4,1,475,576,480,h264,0.96,Face2Face,Face2Face,,ORIG_318,ORIG_334,PAIR_ORIG_318_ORIG_334,,,334
FFPP_0002335,FaceForensics++,Face2Face/335_277.mp4,1,966,1280,720,h264,3.47,Face2Face,Face2Face,,ORIG_277,ORIG_335,PAIR_ORIG_277_ORIG_335,,,335
FFPP_0002336,FaceForensics++,Face2Face/336_338.mp4,1,889,640,480,h264,1.43,Face2Face,Face2Face,,ORIG_338,ORIG_336,PAIR_ORIG_336_ORIG_338,,,336
FFPP_0002337,FaceForensics++,Face2Face/337_522.mp4,1,713,640,480,h264,1.78,Face2Face,Face2Face,,ORIG_522,ORIG_337,PAIR_ORIG_337_ORIG_522,,,337
FFPP_0002338,FaceForensics++,Face2Face/338_336.mp4,1,507,576,480,h264,1.01,Face2Face,Face2Face,,ORIG_336,ORIG_338,PAIR_ORIG_336_ORIG_338,,,338
FFPP_0002339,FaceForensics++,Face2Face/339_392.mp4,1,1496,640,480,h264,1.94,Face2Face,Face2Face,,ORIG_392,ORIG_339,PAIR_ORIG_339_ORIG_392,,,339
FFPP_0002340,FaceForensics++,Face2Face/340_341.mp4,1,827,1920,1080,h264,6.54,Face2Face,Face2Face,,ORIG_341,ORIG_340,PAIR_ORIG_340_ORIG_341,,,340
FFPP_0002341,FaceForensics++,Face2Face/341_340.mp4,1,293,960,720,h264,2.12,Face2Face,Face2Face,,ORIG_340,ORIG_341,PAIR_ORIG_340_ORIG_341,,,341
FFPP_0002342,FaceForensics++,Face2Face/342_416.mp4,1,313,1280,720,h264,1.22,Face2Face,Face2Face,,ORIG_416,ORIG_342,PAIR_ORIG_342_ORIG_416,,,342
FFPP_0002343,FaceForensics++,Face2Face/343_363.mp4,1,473,640,480,h264,0.56,Face2Face,Face2Face,,ORIG_363,ORIG_343,PAIR_ORIG_343_ORIG_363,,,343
FFPP_0002344,FaceForensics++,Face2Face/344_020.mp4,1,390,1280,720,h264,1.81,Face2Face,Face2Face,,ORIG_020,ORIG_344,PAIR_ORIG_020_ORIG_344,,,344
FFPP_0002345,FaceForensics++,Face2Face/345_259.mp4,1,444,832,480,h264,0.85,Face2Face,Face2Face,,ORIG_259,ORIG_345,PAIR_ORIG_259_ORIG_345,,,345
FFPP_0002346,FaceForensics++,Face2Face/346_351.mp4,1,684,448,480,h264,0.73,Face2Face,Face2Face,,ORIG_351,ORIG_346,PAIR_ORIG_346_ORIG_351,,,346
FFPP_0002347,FaceForensics++,Face2Face/347_314.mp4,1,413,832,480,h264,0.61,Face2Face,Face2Face,,ORIG_314,ORIG_347,PAIR_ORIG_314_ORIG_347,,,347
FFPP_0002348,FaceForensics++,Face2Face/348_202.mp4,1,323,832,480,h264,0.39,Face2Face,Face2Face,,ORIG_202,ORIG_348,PAIR_ORIG_202_ORIG_348,,,348
FFPP_0002349,FaceForensics++,Face2Face/349_350.mp4,1,405,1280,720,h264,1.37,Face2Face,Face2Face,,ORIG_350,ORIG_349,PAIR_ORIG_349_ORIG_350,,,349
FFPP_0002350,FaceForensics++,Face2Face/350_349.mp4,1,471,832,480,h264,1.11,Face2Face,Face2Face,,ORIG_349,ORIG_350,PAIR_ORIG_349_ORIG_350,,,350
FFPP_0002351,FaceForensics++,Face2Face/351_346.mp4,1,615,640,480,h264,0.88,Face2Face,Face2Face,,ORIG_346,ORIG_351,PAIR_ORIG_346_ORIG_351,,,351
FFPP_0002352,FaceForensics++,Face2Face/352_319.mp4,1,717,704,480,h264,2.19,Face2Face,Face2Face,,ORIG_319,ORIG_352,PAIR_ORIG_319_ORIG_352,,,352
FFPP_0002353,FaceForensics++,Face2Face/353_383.mp4,1,465,1280,720,h264,2.11,Face2Face,Face2Face,,ORIG_383,ORIG_353,PAIR_ORIG_353_ORIG_383,,,353
FFPP_0002354,FaceForensics++,Face2Face/354_362.mp4,1,455,1280,720,h264,1.87,Face2Face,Face2Face,,ORIG_362,ORIG_354,PAIR_ORIG_354_ORIG_362,,,354
FFPP_0002355,FaceForensics++,Face2Face/355_748.mp4,1,318,1920,1080,h264,3.19,Face2Face,Face2Face,,ORIG_748,ORIG_355,PAIR_ORIG_355_ORIG_748,,,355
FFPP_0002356,FaceForensics++,Face2Face/356_324.mp4,1,1249,1280,720,h264,6.44,Face2Face,Face2Face,,ORIG_324,ORIG_356,PAIR_ORIG_324_ORIG_356,,,356
FFPP_0002357,FaceForensics++,Face2Face/357_432.mp4,1,360,832,480,h264,0.47,Face2Face,Face2Face,,ORIG_432,ORIG_357,PAIR_ORIG_357_ORIG_432,,,357
FFPP_0002358,FaceForensics++,Face2Face/358_380.mp4,1,455,640,480,h264,0.6,Face2Face,Face2Face,,ORIG_380,ORIG_358,PAIR_ORIG_358_ORIG_380,,,358
FFPP_0002359,FaceForensics++,Face2Face/359_317.mp4,1,682,640,480,h264,1.23,Face2Face,Face2Face,,ORIG_317,ORIG_359,PAIR_ORIG_317_ORIG_359,,,359
FFPP_0002360,FaceForensics++,Face2Face/360_437.mp4,1,593,1280,720,h264,3.21,Face2Face,Face2Face,,ORIG_437,ORIG_360,PAIR_ORIG_360_ORIG_437,,,360
FFPP_0002361,FaceForensics++,Face2Face/361_448.mp4,1,528,1280,720,h264,3.48,Face2Face,Face2Face,,ORIG_448,ORIG_361,PAIR_ORIG_361_ORIG_448,,,361
FFPP_0002362,FaceForensics++,Face2Face/362_354.mp4,1,460,1280,720,h264,1.82,Face2Face,Face2Face,,ORIG_354,ORIG_362,PAIR_ORIG_354_ORIG_362,,,362
FFPP_0002363,FaceForensics++,Face2Face/363_343.mp4,1,299,640,480,h264,0.6,Face2Face,Face2Face,,ORIG_343,ORIG_363,PAIR_ORIG_343_ORIG_363,,,363
FFPP_0002364,FaceForensics++,Face2Face/364_440.mp4,1,419,832,480,h264,1.27,Face2Face,Face2Face,,ORIG_440,ORIG_364,PAIR_ORIG_364_ORIG_440,,,364
FFPP_0002365,FaceForensics++,Face2Face/365_307.mp4,1,378,640,480,h264,0.37,Face2Face,Face2Face,,ORIG_307,ORIG_365,PAIR_ORIG_307_ORIG_365,,,365
FFPP_0002366,FaceForensics++,Face2Face/366_473.mp4,1,574,640,480,h264,1.18,Face2Face,Face2Face,,ORIG_473,ORIG_366,PAIR_ORIG_366_ORIG_473,,,366
FFPP_0002367,FaceForensics++,Face2Face/367_371.mp4,1,718,640,480,h264,1.01,Face2Face,Face2Face,,ORIG_371,ORIG_367,PAIR_ORIG_367_ORIG_371,,,367
FFPP_0002368,FaceForensics++,Face2Face/368_378.mp4,1,761,640,480,h264,1.16,Face2Face,Face2Face,,ORIG_378,ORIG_368,PAIR_ORIG_368_ORIG_378,,,368
FFPP_0002369,FaceForensics++,Face2Face/369_316.mp4,1,566,832,480,h264,1.16,Face2Face,Face2Face,,ORIG_316,ORIG_369,PAIR_ORIG_316_ORIG_369,,,369
FFPP_0002370,FaceForensics++,Face2Face/370_483.mp4,1,375,1920,1080,h264,3.57,Face2Face,Face2Face,,ORIG_483,ORIG_370,PAIR_ORIG_370_ORIG_483,,,370
FFPP_0002371,FaceForensics++,Face2Face/371_367.mp4,1,649,576,480,h264,1.3,Face2Face,Face2Face,,ORIG_367,ORIG_371,PAIR_ORIG_367_ORIG_371,,,371
FFPP_0002372,FaceForensics++,Face2Face/372_413.mp4,1,379,832,480,h264,0.74,Face2Face,Face2Face,,ORIG_413,ORIG_372,PAIR_ORIG_372_ORIG_413,,,372
FFPP_0002373,FaceForensics++,Face2Face/373_394.mp4,1,420,1280,720,h264,1.73,Face2Face,Face2Face,,ORIG_394,ORIG_373,PAIR_ORIG_373_ORIG_394,,,373
FFPP_0002374,FaceForensics++,Face2Face/374_407.mp4,1,504,1280,720,h264,1.32,Face2Face,Face2Face,,ORIG_407,ORIG_374,PAIR_ORIG_374_ORIG_407,,,374
FFPP_0002375,FaceForensics++,Face2Face/375_251.mp4,1,346,1280,720,h264,1.75,Face2Face,Face2Face,,ORIG_251,ORIG_375,PAIR_ORIG_251_ORIG_375,,,375
FFPP_0002376,FaceForensics++,Face2Face/376_381.mp4,1,578,1280,720,h264,1.93,Face2Face,Face2Face,,ORIG_381,ORIG_376,PAIR_ORIG_376_ORIG_381,,,376
FFPP_0002377,FaceForensics++,Face2Face/377_333.mp4,1,429,640,480,h264,0.75,Face2Face,Face2Face,,ORIG_333,ORIG_377,PAIR_ORIG_333_ORIG_377,,,377
FFPP_0002378,FaceForensics++,Face2Face/378_368.mp4,1,761,1280,720,h264,3.71,Face2Face,Face2Face,,ORIG_368,ORIG_378,PAIR_ORIG_368_ORIG_378,,,378
FFPP_0002379,FaceForensics++,Face2Face/379_158.mp4,1,444,640,480,h264,1.2,Face2Face,Face2Face,,ORIG_158,ORIG_379,PAIR_ORIG_158_ORIG_379,,,379
FFPP_0002380,FaceForensics++,Face2Face/380_358.mp4,1,534,640,480,h264,0.71,Face2Face,Face2Face,,ORIG_358,ORIG_380,PAIR_ORIG_358_ORIG_380,,,380
FFPP_0002381,FaceForensics++,Face2Face/381_376.mp4,1,515,640,480,h264,1.34,Face2Face,Face2Face,,ORIG_376,ORIG_381,PAIR_ORIG_376_ORIG_381,,,381
FFPP_0002382,FaceForensics++,Face2Face/382_409.mp4,1,361,640,480,h264,0.79,Face2Face,Face2Face,,ORIG_409,ORIG_382,PAIR_ORIG_382_ORIG_409,,,382
FFPP_0002383,FaceForensics++,Face2Face/383_353.mp4,1,358,1920,1080,h264,2.21,Face2Face,Face2Face,,ORIG_353,ORIG_383,PAIR_ORIG_353_ORIG_383,,,383
FFPP_0002384,FaceForensics++,Face2Face/384_932.mp4,1,484,1920,1080,h264,3.28,Face2Face,Face2Face,,ORIG_932,ORIG_384,PAIR_ORIG_384_ORIG_932,,,384
FFPP_0002385,FaceForensics++,Face2Face/385_414.mp4,1,587,1280,720,h264,2.73,Face2Face,Face2Face,,ORIG_414,ORIG_385,PAIR_ORIG_385_ORIG_414,,,385
FFPP_0002386,FaceForensics++,Face2Face/386_154.mp4,1,594,1920,1080,h264,4.58,Face2Face,Face2Face,,ORIG_154,ORIG_386,PAIR_ORIG_154_ORIG_386,,,386
FFPP_0002387,FaceForensics++,Face2Face/387_311.mp4,1,368,1280,720,h264,0.81,Face2Face,Face2Face,,ORIG_311,ORIG_387,PAIR_ORIG_311_ORIG_387,,,387
FFPP_0002388,FaceForensics++,Face2Face/388_308.mp4,1,502,640,480,h264,0.78,Face2Face,Face2Face,,ORIG_308,ORIG_388,PAIR_ORIG_308_ORIG_388,,,388
FFPP_0002389,FaceForensics++,Face2Face/389_480.mp4,1,485,1920,1080,h264,4.29,Face2Face,Face2Face,,ORIG_480,ORIG_389,PAIR_ORIG_389_ORIG_480,,,389
FFPP_0002390,FaceForensics++,Face2Face/390_709.mp4,1,300,1280,720,h264,2.13,Face2Face,Face2Face,,ORIG_709,ORIG_390,PAIR_ORIG_390_ORIG_709,,,390
FFPP_0002391,FaceForensics++,Face2Face/391_406.mp4,1,512,640,480,h264,0.64,Face2Face,Face2Face,,ORIG_406,ORIG_391,PAIR_ORIG_391_ORIG_406,,,391
FFPP_0002392,FaceForensics++,Face2Face/392_339.mp4,1,457,1280,720,h264,2.25,Face2Face,Face2Face,,ORIG_339,ORIG_392,PAIR_ORIG_339_ORIG_392,,,392
FFPP_0002393,FaceForensics++,Face2Face/393_405.mp4,1,531,640,480,h264,1.05,Face2Face,Face2Face,,ORIG_405,ORIG_393,PAIR_ORIG_393_ORIG_405,,,393
FFPP_0002394,FaceForensics++,Face2Face/394_373.mp4,1,602,1280,720,h264,2.02,Face2Face,Face2Face,,ORIG_373,ORIG_394,PAIR_ORIG_373_ORIG_394,,,394
FFPP_0002395,FaceForensics++,Face2Face/395_401.mp4,1,492,1280,720,h264,1.3,Face2Face,Face2Face,,ORIG_401,ORIG_395,PAIR_ORIG_395_ORIG_401,,,395
FFPP_0002396,FaceForensics++,Face2Face/396_272.mp4,1,323,1280,720,h264,1.01,Face2Face,Face2Face,,ORIG_272,ORIG_396,PAIR_ORIG_272_ORIG_396,,,396
FFPP_0002397,FaceForensics++,Face2Face/397_602.mp4,1,667,1920,1080,h264,6.82,Face2Face,Face2Face,,ORIG_602,ORIG_397,PAIR_ORIG_397_ORIG_602,,,397
FFPP_0002398,FaceForensics++,Face2Face/398_457.mp4,1,528,640,480,h264,1.13,Face2Face,Face2Face,,ORIG_457,ORIG_398,PAIR_ORIG_398_ORIG_457,,,398
FFPP_0002399,FaceForensics++,Face2Face/399_488.mp4,1,518,1280,720,h264,2.08,Face2Face,Face2Face,,ORIG_488,ORIG_399,PAIR_ORIG_399_ORIG_488,,,399
FFPP_0002400,FaceForensics++,Face2Face/400_476.mp4,1,310,1280,720,h264,1.32,Face2Face,Face2Face,,ORIG_476,ORIG_400,PAIR_ORIG_400_ORIG_476,,,400
FFPP_0002401,FaceForensics++,Face2Face/401_395.mp4,1,448,1280,720,h264,1.77,Face2Face,Face2Face,,ORIG_395,ORIG_401,PAIR_ORIG_395_ORIG_401,,,401
FFPP_0002402,FaceForensics++,Face2Face/402_453.mp4,1,645,1920,1080,h264,7.29,Face2Face,Face2Face,,ORIG_453,ORIG_402,PAIR_ORIG_402_ORIG_453,,,402
FFPP_0002403,FaceForensics++,Face2Face/403_497.mp4,1,621,256,480,h264,0.74,Face2Face,Face2Face,,ORIG_497,ORIG_403,PAIR_ORIG_403_ORIG_497,,,403
FFPP_0002404,FaceForensics++,Face2Face/404_429.mp4,1,457,1280,720,h264,3.79,Face2Face,Face2Face,,ORIG_429,ORIG_404,PAIR_ORIG_404_ORIG_429,,,404
FFPP_0002405,FaceForensics++,Face2Face/405_393.mp4,1,579,640,480,h264,1.08,Face2Face,Face2Face,,ORIG_393,ORIG_405,PAIR_ORIG_393_ORIG_405,,,405
FFPP_0002406,FaceForensics++,Face2Face/406_391.mp4,1,547,576,480,h264,1.48,Face2Face,Face2Face,,ORIG_391,ORIG_406,PAIR_ORIG_391_ORIG_406,,,406
FFPP_0002407,FaceForensics++,Face2Face/407_374.mp4,1,586,576,480,h264,1.4,Face2Face,Face2Face,,ORIG_374,ORIG_407,PAIR_ORIG_374_ORIG_407,,,407
FFPP_0002408,FaceForensics++,Face2Face/408_424.mp4,1,311,704,480,h264,1.51,Face2Face,Face2Face,,ORIG_424,ORIG_408,PAIR_ORIG_408_ORIG_424,,,408
FFPP_0002409,FaceForensics++,Face2Face/409_382.mp4,1,313,640,480,h264,0.43,Face2Face,Face2Face,,ORIG_382,ORIG_409,PAIR_ORIG_382_ORIG_409,,,409
FFPP_0002410,FaceForensics++,Face2Face/410_411.mp4,1,529,1920,1080,h264,5.46,Face2Face,Face2Face,,ORIG_411,ORIG_410,PAIR_ORIG_410_ORIG_411,,,410
FFPP_0002411,FaceForensics++,Face2Face/411_410.mp4,1,459,1920,1080,h264,5.63,Face2Face,Face2Face,,ORIG_410,ORIG_411,PAIR_ORIG_410_ORIG_411,,,411
FFPP_0002412,FaceForensics++,Face2Face/412_274.mp4,1,474,1280,720,h264,1.37,Face2Face,Face2Face,,ORIG_274,ORIG_412,PAIR_ORIG_274_ORIG_412,,,412
FFPP_0002413,FaceForensics++,Face2Face/413_372.mp4,1,486,640,480,h264,0.85,Face2Face,Face2Face,,ORIG_372,ORIG_413,PAIR_ORIG_372_ORIG_413,,,413
FFPP_0002414,FaceForensics++,Face2Face/414_385.mp4,1,349,1920,1080,h264,3.65,Face2Face,Face2Face,,ORIG_385,ORIG_414,PAIR_ORIG_385_ORIG_414,,,414
FFPP_0002415,FaceForensics++,Face2Face/415_484.mp4,1,319,704,480,h264,0.38,Face2Face,Face2Face,,ORIG_484,ORIG_415,PAIR_ORIG_415_ORIG_484,,,415
FFPP_0002416,FaceForensics++,Face2Face/416_342.mp4,1,302,1280,720,h264,1.58,Face2Face,Face2Face,,ORIG_342,ORIG_416,PAIR_ORIG_342_ORIG_416,,,416
FFPP_0002417,FaceForensics++,Face2Face/417_496.mp4,1,1496,832,480,h264,3.79,Face2Face,Face2Face,,ORIG_496,ORIG_417,PAIR_ORIG_417_ORIG_496,,,417
FFPP_0002418,FaceForensics++,Face2Face/418_507.mp4,1,469,1280,720,h264,2.43,Face2Face,Face2Face,,ORIG_507,ORIG_418,PAIR_ORIG_418_ORIG_507,,,418
FFPP_0002419,FaceForensics++,Face2Face/419_824.mp4,1,577,1280,720,h264,2.33,Face2Face,Face2Face,,ORIG_824,ORIG_419,PAIR_ORIG_419_ORIG_824,,,419
FFPP_0002420,FaceForensics++,Face2Face/420_257.mp4,1,763,576,480,h264,1.19,Face2Face,Face2Face,,ORIG_257,ORIG_420,PAIR_ORIG_257_ORIG_420,,,420
FFPP_0002421,FaceForensics++,Face2Face/421_423.mp4,1,1814,640,480,h264,2.99,Face2Face,Face2Face,,ORIG_423,ORIG_421,PAIR_ORIG_421_ORIG_423,,,421
FFPP_0002422,FaceForensics++,Face2Face/422_695.mp4,1,310,1920,1080,h264,4.51,Face2Face,Face2Face,,ORIG_695,ORIG_422,PAIR_ORIG_422_ORIG_695,,,422
FFPP_0002423,FaceForensics++,Face2Face/423_421.mp4,1,1038,576,480,h264,1.86,Face2Face,Face2Face,,ORIG_421,ORIG_423,PAIR_ORIG_421_ORIG_423,,,423
FFPP_0002424,FaceForensics++,Face2Face/424_408.mp4,1,306,640,480,h264,0.55,Face2Face,Face2Face,,ORIG_408,ORIG_424,PAIR_ORIG_408_ORIG_424,,,424
FFPP_0002425,FaceForensics++,Face2Face/425_485.mp4,1,803,832,480,h264,1.66,Face2Face,Face2Face,,ORIG_485,ORIG_425,PAIR_ORIG_425_ORIG_485,,,425
FFPP_0002426,FaceForensics++,Face2Face/426_287.mp4,1,475,1920,1080,h264,6.38,Face2Face,Face2Face,,ORIG_287,ORIG_426,PAIR_ORIG_287_ORIG_426,,,426
FFPP_0002427,FaceForensics++,Face2Face/427_637.mp4,1,510,1280,720,h264,0.81,Face2Face,Face2Face,,ORIG_637,ORIG_427,PAIR_ORIG_427_ORIG_637,,,427
